;0
1724;97397,35
1725;25386,15
1726;14326,84
1727;27773,95
1728;45493,99
1729;201078,4
1730;7414,77
1731;69120,7
1732;68240,98
1733;92873,09
1734;55296,56
1735;20610,54
1736;48887,19
1737;58689,76
1738;7540,44
1739;135350,9
1740;65734,84
1741;78550,38
1742;117128,17
1743;17079,1
1744;16161,68
1745;13007,26
1746;17845,71
1747;70628,79
1748;65727,5
1749;22621,32
1750;237272,51
1751;502696,0
1752;84829,95
1753;52505,53
1754;28905,02
1755;13824,14
1756;117756,54
1757;11184,99
1758;306770,23
1759;100287,85
1760;120270,02
1761;47379,1
1762;36948,16
1763;24129,41
1764;24757,78
1765;9676,9
1766;125674,0
1767;43734,55
1768;502696,0
1769;239408,97
1770;13195,77
1771;502696,0
1772;28150,98
1773;32046,87
1774;58438,41
1775;111702,87
1776;54039,82
1777;163627,55
1778;20117,89
1779;78609,09
1780;14201,16
1781;74248,2
1782;106797,77
1783;13698,47
1784;46499,38
1785;220180,85
1786;46750,73
1787;246321,04
1788;125674,0
1789;354777,7
1790;160357,8
1791;79413,38
1792;21741,6
1793;91679,18
1794;36571,13
1795;100790,55
1796;312425,56
1797;33806,31
1798;33554,96
1799;104309,42
1800;28779,35
1801;104560,77
1802;45745,34
1803;4524,26
1804;23501,04
1805;103806,72
1806;25507,23
1807;66984,24
1808;11059,31
1809;21896,04
1810;25386,15
1811;100780,47
1812;100780,47
1813;206859,4
1814;7414,77
1815;502696,0
1816;64093,74
1817;323736,22
1818;80934,06
1819;59569,48
1820;27396,93
1821;32228,47
1822;15646,41
1823;502696,0
1824;9802,57
1825;66104,52
1826;232748,25
1827;212401,63
1828;28716,51
1829;135350,9
1830;65601,83
1831;82190,8
1832;10807,96
1833;125674,0
1834;502696,0
1835;387201,59
1836;20107,84
1837;154807,75
1838;65601,83
1839;66984,24
1840;47127,75
1841;25951,68
1842;386070,53
1843;65476,15
1844;14955,21
1845;7791,79
1846;42603,49
1847;78609,09
1848;22369,97
1849;502696,0
1850;207362,1
1851;281384,09
1852;71389,83
1853;103555,38
1854;110593,12
1855;90736,63
1856;212514,73
1857;31795,52
1858;67863,96
1859;225242,96
1860;96531,46
1861;152693,91
1862;15457,9
1863;91239,32
1864;16840,32
1865;179462,47
1866;80305,69
1867;45996,68
1868;31418,5
1869;258637,09
1870;47969,77
1871;32457,86
1872;255118,22
1873;125674,0
1874;125674,0
1875;98905,44
1876;44747,33
1877;502696,0
1878;15834,92
1879;13824,14
1880;64729,42
1881;493898,82
1882;74901,7
1883;119264,63
1884;30538,78
1885;42528,08
1886;100916,22
1887;92244,72
1888;23878,06
1889;24380,76
1890;28528,0
1891;125674,0
1892;105943,18
1893;44575,39
1894;23124,02
1895;31418,5
1896;77289,51
1897;63465,37
1898;115620,08
1899;31795,52
1900;15836,18
1901;100664,87
1902;88474,5
1903;117505,19
1904;83115,88
1905;334069,25
1906;333359,08
1907;83573,21
1908;117756,54
1909;19102,45
1910;48975,16
1911;114111,99
1912;194543,35
1913;27648,28
1914;64470,76
1915;85332,65
1916;177439,12
1917;16211,95
1918;125674,0
1919;39766,94
1920;54994,94
1921;46750,73
1922;96768,98
1923;89856,91
1924;180342,19
1925;29407,72
1926;125674,0
1927;107989,09
1928;211132,32
1929;114991,71
1930;87217,76
1931;182855,67
1932;19881,63
1933;22055,79
1934;95671,57
1935;120898,39
1936;18725,43
1937;10936,15
1938;11107,07
1939;37576,53
1940;125674,0
1941;40365,18
1942;23249,69
1943;67738,29
1944;38833,27
1945;28905,02
1946;106320,2
1947;93956,4
1948;63591,04
1949;31858,36
1950;132334,72
1951;125674,0
1952;278116,56
1953;213844,36
1954;41660,93
1955;185369,15
1956;126679,39
1957;33680,63
1958;54919,54
1959;221239,12
1960;82190,8
1961;106194,53
1962;25260,47
1963;83573,21
1964;94758,2
1965;73142,27
1966;30915,8
1967;31987,69
1968;48887,19
1969;104309,42
1970;112352,56
1971;46069,57
1972;12294,69
1973;22623,0
1974;16626,67
1975;40592,7
1976;53411,45
1977;111183,79
1978;35440,07
1979;24524,02
1980;276608,47
1981;41346,75
1982;125674,0
1983;118510,58
1984;27193,42
1985;52406,06
1986;52406,06
1987;12693,07
1988;70126,09
1989;17845,71
1990;42100,79
1991;20987,56
1992;99532,24
1993;195925,77
1994;31418,5
1995;4272,92
1996;14646,0
1997;8797,18
1998;99910,83
1999;35565,74
2000;249085,87
2001;53072,81
2002;104435,09
2003;249337,22
2004;142335,86
2005;35188,72
2006;64345,09
2007;306661,68
2008;58564,08
2009;125674,0
2010;29784,74
2011;11310,66
2012;14023,96
2013;18976,77
2014;43671,72
2015;48133,14
2016;257254,68
2017;314,19
2018;44971,31
2019;43608,88
2020;36822,48
2021;8168,81
2022;19730,82
2023;52406,06
2024;91742,02
2025;107199,92
2026;137524,43
2027;259531,01
2028;28836,78
2029;502696,0
2030;144525,1
2031;441744,11
2032;125674,0
2033;230863,14
2034;13070,1
2035;17845,71
2036;93061,6
2037;144902,12
2038;125674,0
2039;63591,04
2040;44488,6
2041;42729,16
2042;91490,67
2043;100413,53
2044;163376,2
2045;62585,65
2046;13195,77
2047;98779,76
2048;62837,0
2049;87343,43
2050;34686,02
2051;49892,58
2052;109210,71
2053;18725,43
2054;40193,25
2055;27208,42
2056;30664,46
2057;60700,54
2058;28402,32
2059;37450,85
2060;125674,0
2061;144022,4
2062;158286,82
2063;43231,86
2064;78043,55
2065;4964,12
2066;29156,37
2067;125674,0
2068;145016,49
2069;61831,61
2070;107199,92
2071;63591,04
2072;22621,32
2073;153950,65
2074;45242,64
2075;14452,51
2076;370768,46
2077;33806,31
2078;55547,91
2079;22621,32
2080;27899,63
2081;44739,94
2082;59569,48
2083;59569,48
2084;289050,2
2085;13949,81
2086;395747,43
2087;236141,45
2088;270777,2
2089;521547,1
2090;596951,5
2091;45961,57
2092;54919,54
2093;64345,09
2094;20673,37
2095;95386,57
2096;65197,16
2097;65252,45
2098;222442,98
2099;93452,44
2100;40718,38
2101;96768,98
2102;28905,02
2103;73066,86
2104;28653,67
2105;61454,59
2106;4712,78
2107;59380,97
2108;173744,31
2109;18222,73
2110;80670,14
2111;125171,3
2112;32549,57
2113;16211,95
2114;20422,03
2115;18851,1
2116;102157,88
2117;74147,66
2118;125674,0
2119;125674,0
2120;16588,97
2121;16331,34
2122;15709,25
2123;35314,39
2124;54291,17
2125;51652,01
2126;86398,36
2127;271707,19
2128;6082,62
2129;36194,11
2130;317023,03
2131;27773,95
2132;39712,37
2133;7163,42
2134;56678,97
2135;102424,31
2136;59569,48
2137;59695,15
2138;34949,94
2139;23978,6
2140;62837,0
2141;57056,0
2142;68240,98
2143;292694,75
2144;50206,76
2145;30124,06
2146;50269,6
2147;133340,11
2148;103304,03
2149;24003,73
2150;42100,79
2151;90987,98
2152;78738,52
2153;25741,81
2154;39971,87
2155;123625,51
2156;399265,98
2157;34309,0
2158;21867,28
2159;98528,42
2160;125988,19
2161;18348,4
2162;102801,33
2163;335119,12
2164;13572,79
2165;39210,29
2166;14025,22
2167;8860,02
2168;136908,0
2169;27773,95
2170;242084,26
2171;502696,0
2172;318989,13
2173;35440,07
2174;42352,14
2175;14689,13
2176;18222,73
2177;18851,1
2178;27085,02
2179;30413,11
2180;17971,38
2181;15332,23
2182;15332,23
2183;50897,97
2184;80180,01
2185;14452,51
2186;23249,69
2187;71759,85
2188;71759,85
2189;56553,3
2190;32423,89
2191;258762,77
2192;22948,07
2193;134596,85
2194;134471,18
2195;23249,69
2196;15080,88
2197;168654,51
2198;41975,12
2199;151939,87
2200;1759,44
2201;25888,84
2202;103052,68
2203;30919,57
2204;502696,0
2205;125674,0
2206;312928,26
2207;4398,59
2208;36445,46
2209;8420,16
2210;59255,29
2211;39084,61
2212;36571,13
2213;14452,51
2214;16098,84
2215;79048,95
2216;147541,28
2217;19353,8
2218;259139,79
2219;125674,0
2220;502696,0
2221;252981,76
2222;284651,61
2223;357165,51
2224;78546,25
2225;9362,71
2226;180719,21
2227;50018,25
2228;38581,92
2229;37702,2
2230;28249,33
2231;19479,47
2232;10933,64
2233;31418,5
2234;47190,59
2235;131957,7
2236;398889,28
2237;69874,74
2238;11903,84
2239;42346,8
2240;52029,04
2241;11184,99
2242;27019,91
2243;57307,34
2244;125674,0
2245;76032,77
2246;93124,43
2247;64973,46
2248;53285,78
2249;44991,29
2250;52029,04
2251;66041,69
2252;25260,47
2253;28025,3
2254;27396,93
2255;7666,11
2256;148957,21
2257;31268,14
2258;47253,42
2259;125674,0
2260;18097,06
2261;126930,74
2262;11687,68
2263;134345,51
2264;125674,0
2265;114237,67
2266;56301,95
2267;8797,18
2268;11712,82
2269;24757,78
2270;245441,32
2271;43985,9
2272;51149,32
2273;16588,97
2274;13132,93
2275;24380,76
2276;27773,95
2277;28025,3
2278;94569,69
2279;11562,01
2280;31795,52
2281;8797,18
2282;47881,79
2283;18474,08
2284;120647,04
2285;67724,46
2286;124417,26
2287;75027,38
2288;58941,11
2289;44520,01
2290;125674,0
2291;80619,87
2292;99381,74
2293;153196,61
2294;184819,33
2295;67298,43
2296;17091,66
2297;13007,26
2298;11687,68
2299;34309,0
2300;30664,46
2301;279750,32
2302;15206,55
2303;167774,79
2304;42528,08
2305;57391,7
2306;36822,48
2307;3518,87
2308;107714,49
2309;143920,75
2310;34183,33
2311;9802,57
2312;11562,01
2313;16211,95
2314;31041,48
2315;10933,64
2316;17594,36
2317;54416,84
2318;302371,64
2319;5655,33
2320;85961,02
2321;49641,23
2322;85583,99
2323;214902,54
2324;47504,77
2325;13447,12
2326;128941,52
2327;7588,51
2328;21490,35
2329;14378,99
2330;26391,54
2331;38079,22
2332;50143,93
2333;23124,02
2334;56301,95
2335;77289,51
2336;431690,19
2337;22621,32
2338;21992,95
2339;41221,07
2340;18097,06
2341;179965,17
2342;46625,05
2343;12119,16
2344;44801,78
2345;46499,38
2346;121401,08
2347;30224,6
2348;11813,36
2349;224202,42
2350;176446,3
2351;69497,72
2352;23501,04
2353;167088,55
2354;15080,88
2355;33554,96
2356;259339,61
2357;355547,52
2358;409571,57
2359;502696,0
2360;301901,79
2361;36194,11
2362;119390,3
2363;125674,0
2364;251725,02
2365;125674,0
2366;319588,98
2367;291993,81
2368;235387,4
2369;75404,4
2370;61768,77
2371;228404,15
2372;364541,53
2373;43985,9
2374;50772,3
2375;38581,92
2376;169632,25
2377;149300,71
2378;108079,64
2379;108205,31
2380;193622,84
2381;125674,0
2382;25134,8
2383;25763,17
2384;173555,79
2385;140377,86
2386;80054,34
2387;38079,22
2388;24317,92
2389;144022,4
2390;61705,93
2391;50269,6
2392;125674,0
2393;22369,97
2394;137306,59
2395;17312,85
2396;65476,15
2397;12693,07
2398;155207,39
2399;148443,62
2400;88600,17
2401;20107,84
2402;419817,77
2403;11562,01
2404;46373,71
2405;24255,08
2406;90222,16
2407;17720,03
2408;271208,26
2409;80379,83
2410;14201,16
2411;21741,6
2412;77540,86
2413;11059,31
2414;43608,88
2415;57181,67
2416;128313,15
2417;97900,05
2418;17720,03
2419;53788,47
2420;15960,6
2421;136356,29
2422;54039,82
2423;37450,85
2424;89605,56
2425;69874,74
2426;111724,19
2427;30927,04
2428;11184,99
2429;135656,29
2430;7414,77
2431;119138,95
2432;33429,28
2433;17971,38
2434;19982,17
2435;6622,39
2436;502696,0
2437;32172,54
2438;103548,26
2439;189265,04
2440;23626,71
2441;29910,41
2442;213520,13
2443;35440,07
2444;463133,82
2445;169659,9
2446;94129,83
2447;214888,24
2448;338440,08
2449;216410,63
2450;97271,68
2451;502696,0
2452;368727,52
2453;273969,32
2454;29407,72
2455;502696,0
2456;502696,0
2457;490756,97
2458;457327,69
2459;423521,38
2460;90610,95
2461;401639,56
2462;107980,62
2463;445262,98
2464;440236,02
2465;114614,69
2466;180593,54
2467;153699,3
2468;244005,21
2469;218295,74
2470;125674,0
2471;205099,97
2472;502696,0
2473;16588,97
2474;457313,86
2475;21238,91
2476;103555,38
2477;355783,09
2478;92621,74
2479;113860,64
2480;22872,67
2481;141383,25
2482;86086,69
2483;149803,41
2484;2262,13
2485;77163,84
2486;63151,19
2487;14703,86
2488;33931,98
2489;83447,54
2490;94129,83
2491;14515,35
2492;16965,99
2493;89605,56
2494;195674,42
2495;79300,29
2496;201832,44
2497;273009,17
2498;29784,74
2499;62711,33
2500;4021,57
2501;61454,59
2502;77415,18
2503;13464,71
2504;88348,82
2505;187505,61
2506;444508,94
2507;78546,25
2508;69623,4
2509;53160,1
2510;48761,51
2511;125674,0
2512;138367,07
2513;71005,81
2514;70000,42
2515;61705,93
2516;46195,88
2517;50520,95
2518;31292,83
2519;241796,78
2520;107325,6
2521;39084,61
2522;77415,18
2523;49012,86
2524;1743,1
2525;43608,88
2526;21050,4
2527;13321,44
2528;195925,77
2529;194543,35
2530;145119,21
2531;80673,91
2532;25260,47
2533;7666,11
2534;32549,57
2535;125674,0
2536;95260,89
2537;502696,0
2538;124417,26
2539;130575,29
2540;50018,25
2541;78637,14
2542;50520,95
2543;48947,97
2544;17720,03
2545;16211,95
2546;50395,27
2547;72765,25
2548;72639,57
2549;16588,97
2550;33177,94
2551;74650,36
2552;81688,1
2553;51652,01
2554;122657,82
2555;488668,27
2556;11813,36
2557;398248,34
2558;94129,83
2559;78671,92
2560;90887,44
2561;221688,94
2562;29142,54
2563;385944,85
2564;136104,94
2565;147666,95
2566;23375,36
2567;198062,22
2568;27899,63
2569;21113,23
2570;19416,63
2571;47004,59
2572;27145,58
2573;16123,97
2574;96236,42
2575;31041,48
2576;16337,62
2577;125674,0
2578;80180,01
2579;10807,96
2580;52873,79
2581;2262,13
2582;55572,97
2583;31556,74
2584;4147,24
2585;55588,12
2586;17343,01
2587;30664,46
2588;211760,69
2589;18097,06
2590;39461,64
2591;226100,09
2592;124183,23
2593;502696,0
2594;73016,59
2595;36696,81
2596;15583,58
2597;10305,27
2598;502696,0
2599;10305,27
2600;19102,45
2601;432441,72
2602;49264,21
2603;33115,1
2604;28653,67
2605;88083,65
2606;26827,52
2607;110090,42
2608;502696,0
2609;164632,94
2610;35954,69
2611;180467,86
2612;5403,98
2613;94569,69
2614;120647,04
2615;45368,31
2616;236267,12
2617;133386,61
2618;14703,86
2619;26919,84
2620;27271,26
2621;29141,29
2622;58689,76
2623;69120,7
2624;302146,69
2625;60838,78
2626;23897,72
2627;84258,13
2628;37827,87
2629;14075,49
2630;6409,37
2631;21741,6
2632;138995,44
2633;84297,21
2634;71948,37
2635;38707,59
2636;50897,97
2637;2010,78
2638;12781,05
2639;502696,0
2640;8671,51
2641;33495,89
2642;87469,1
2643;124165,91
2644;125674,0
2645;34560,35
2646;12818,75
2647;10179,59
2648;62082,96
2649;11687,68
2650;233681,13
2651;10807,96
2652;29156,37
2653;34309,0
2654;54793,86
2655;355657,42
2656;321222,74
2657;278367,91
2658;69372,05
2659;56222,36
2660;117379,52
2661;12567,4
2662;32298,22
2663;74199,41
2664;245290,51
2665;31418,5
2666;119264,63
2667;104137,5
2668;67926,8
2669;88474,5
2670;36445,46
2671;92095,09
2672;70691,63
2673;105251,98
2674;48007,47
2675;12818,75
2676;21385,94
2677;79802,99
2678;628370,0
2679;105566,16
2680;17343,01
2681;137862,37
2682;242927,84
2683;20484,86
2684;20484,86
2685;60700,54
2686;69905,96
2687;28276,65
2688;125674,0
2689;39084,61
2690;34937,37
2691;171419,34
2692;80557,03
2693;37450,85
2694;41409,58
2695;23249,69
2696;85408,28
2697;20861,88
2698;24255,08
2699;22369,97
2700;244459,13
2701;165975,14
2702;188511,0
2703;596951,5
2704;63151,19
2705;103505,11
2706;42980,51
2707;50897,97
2708;69372,05
2709;41723,77
2710;130952,31
2711;113106,6
2712;30538,78
2713;25888,84
2714;6409,37
2715;40467,03
2716;53537,12
2717;8671,51
2718;53537,12
2719;32423,89
2720;9167,92
2721;78106,39
2722;28905,02
2723;441835,86
2724;50620,43
2725;200663,68
2726;9174,2
2727;294092,24
2728;58312,74
2729;11813,36
2730;73142,27
2731;417489,03
2732;21194,92
2733;24506,43
2734;46876,4
2735;20937,29
2736;15709,25
2737;502696,0
2738;148546,67
2739;88593,26
2740;6283,7
2741;42100,79
2742;147038,58
2743;13824,14
2744;47756,12
2745;109210,71
2746;52406,06
2747;35126,8
2748;58187,06
2749;13070,1
2750;10556,62
2751;107576,94
2752;58815,43
2753;70188,93
2754;12454,29
2755;41221,07
2756;20736,21
2757;75404,4
2758;86413,44
2759;7842,06
2760;96781,55
2761;22118,62
2762;66355,87
2763;77540,86
2764;280630,04
2765;19165,29
2766;159304,36
2767;261653,27
2768;119661,13
2769;265109,3
2770;45996,68
2771;125674,0
2772;11687,68
2773;30161,76
2774;18159,89
2775;64847,78
2776;72639,57
2777;247954,8
2778;195184,93
2779;25826,01
2780;17594,36
2781;23249,69
2782;27648,28
2783;27119,05
2784;9174,2
2785;265297,81
2786;37953,55
2787;43985,9
2788;96894,65
2789;113106,6
2790;88348,82
2791;50482,47
2792;8420,16
2793;10053,92
2794;215530,91
2795;31418,5
2796;18725,43
2797;44111,57
2798;147792,62
2799;81228,13
2800;91860,15
2801;20861,88
2802;141257,58
2803;20359,19
2804;125674,0
2805;61705,93
2806;30350,27
2807;314,19
2808;80288,09
2809;21490,25
2810;25763,17
2811;13447,12
2812;35565,74
2813;176823,32
2814;367052,28
2815;44111,57
2816;24757,78
2817;13547,66
2818;119882,94
2819;29139,57
2820;329519,74
2821;125674,0
2822;19605,14
2823;114614,69
2824;3644,55
2825;234130,66
2826;4147,24
2827;62020,12
2828;64030,9
2829;464993,8
2830;22906,29
2831;179336,8
2832;28025,3
2833;236267,41
2834;73770,64
2835;10305,27
2836;125674,0
2837;109569,81
2838;33303,61
2839;484478,9
2840;184866,45
2841;103304,03
2842;29533,39
2843;56624,7
2844;123818,42
2845;35440,07
2846;171293,66
2847;502696,0
2848;70754,46
2849;5906,68
2850;33303,61
2851;16588,97
2852;15694,17
2853;37702,2
2854;92549,85
2855;109085,03
2856;98151,39
2857;14452,51
2858;260647,88
2859;20107,84
2860;17594,36
2861;45368,31
2862;31669,85
2863;89479,89
2864;321105,58
2865;31698,63
2866;24883,45
2867;128438,83
2868;128438,83
2869;19605,14
2870;10053,92
2871;83321,86
2872;32172,54
2873;43483,2
2874;99787,67
2875;62837,0
2876;37702,2
2877;125674,0
2878;23056,4
2879;21741,6
2880;32800,91
2881;165009,96
2882;18725,43
2883;14578,18
2884;67306,16
2885;161365,42
2886;33177,94
2887;88223,15
2888;41786,61
2889;184615,11
2890;10430,94
2891;170577,32
2892;102202,37
2893;12064,7
2894;95637,91
2895;38035,24
2896;39335,96
2897;31825,68
2898;27773,95
2899;118259,23
2900;116122,78
2901;39712,98
2902;308152,65
2903;28213,81
2904;50557,39
2905;28905,02
2906;57684,37
2907;30036,09
2908;176335,07
2909;24757,78
2910;441987,99
2911;9123,93
2912;71005,81
2913;66984,24
2914;36592,5
2915;295962,27
2916;9802,57
2917;40592,7
2918;20736,21
2919;59443,8
2920;278619,26
2921;108708,01
2922;165889,68
2923;46122,36
2924;14452,51
2925;175817,93
2926;13773,87
2927;231,57
2928;24503,92
2929;17720,03
2930;38833,27
2931;14326,84
2932;23626,71
2933;31544,17
2934;18725,43
2935;51237,29
2936;83321,86
2937;156185,13
2938;240037,34
2939;123160,52
2940;52783,08
2941;15583,58
2942;12190,38
2943;38204,9
2944;39838,66
2945;56427,63
2946;21113,23
2947;34560,35
2948;112729,58
2949;66858,57
2950;412225,8
2951;51636,93
2952;101137,79
2953;16463,29
2954;35942,76
2955;39587,31
2956;9249,61
2957;240690,84
2958;87217,76
2959;44488,6
2960;11939,03
2961;71500,46
2962;73406,18
2963;99526,17
2964;32549,57
2965;13362,14
2966;42100,79
2967;157439,36
2968;11687,68
2969;56678,97
2970;117630,86
2971;71005,81
2972;66550,67
2973;76409,79
2974;22432,81
2975;27484,9
2976;22966,42
2977;15206,55
2978;38330,57
2979;50018,25
2980;117253,84
2981;177326,01
2982;125674,0
2983;9440,63
2984;25009,13
2985;28145,95
2986;49138,53
2987;466753,24
2988;23626,71
2989;74524,68
2990;57684,37
2991;19605,14
2992;147792,62
2993;57935,71
2994;18222,73
2995;35817,09
2996;53411,45
2997;38833,27
2998;12881,59
2999;33554,96
3000;7791,79
3001;50132,41
3002;192783,92
3003;43483,2
3004;99785,16
3005;502696,0
3006;229732,07
3007;13447,12
3008;68618,0
3009;311053,68
3010;11373,5
3011;22118,62
3012;133968,48
3013;168403,16
3014;125674,0
3015;20987,56
3016;81688,1
3017;70377,44
3018;184489,43
3019;12567,4
3020;16274,78
3021;25260,47
3022;45996,68
3023;73831,88
3024;90108,26
3025;8545,83
3026;119390,3
3027;13447,12
3028;145027,8
3029;46876,4
3030;183260,76
3031;125674,0
3032;78923,27
3033;3644,55
3034;101449,49
3035;37827,87
3036;24506,43
3037;29533,39
3038;26985,98
3039;502696,0
3040;60197,85
3041;79396,17
3042;70503,11
3043;20736,21
3044;5781,0
3045;42041,9
3046;48258,82
3047;236631,57
3048;200952,73
3049;144148,08
3050;19039,61
3051;182730,0
3052;123537,54
3053;42100,79
3054;157595,2
3055;108910,35
3056;54291,17
3057;39084,61
3058;284525,94
3059;271752,15
3060;16463,29
3061;23501,04
3062;28528,0
3063;226213,2
3064;11939,03
3065;235764,42
3066;111849,86
3067;148546,67
3068;58312,74
3069;450168,42
3070;85332,65
3071;112603,9
3072;56553,3
3073;10305,27
3074;49766,9
3075;83447,54
3076;59318,13
3077;119390,3
3078;30161,76
3079;168164,38
3080;411456,68
3081;8294,48
3082;138995,44
3083;114111,99
3084;62837,0
3085;100023,94
3086;125674,0
3087;125674,0
3088;22623,53
3089;15080,88
3090;82868,09
3091;54919,54
3092;78960,97
3093;41095,4
3094;151268,77
3095;85081,3
3096;14129,78
3097;16965,99
3098;18222,73
3099;56176,28
3100;134471,18
3101;23249,69
3102;96517,63
3103;84578,6
3104;4649,94
3105;19498,32
3106;53537,12
3107;93501,46
3108;35565,74
3109;17845,71
3110;113860,64
3111;42100,79
3112;13811,57
3113;20233,51
3114;238848,46
3115;7163,42
3116;24380,76
3117;401779,78
3118;121149,74
3119;502696,0
3120;36571,13
3121;185178,72
3122;54843,38
3123;15709,25
3124;32989,43
3125;227218,59
3126;263915,4
3127;304131,08
3128;11436,33
3129;6786,4
3130;84038,2
3131;25164,81
3132;46499,38
3133;79802,99
3134;9802,57
3135;13195,77
3136;12818,75
3137;165657,81
3138;21238,91
3139;67361,26
3140;36948,16
3141;63528,21
3142;18348,4
3143;18474,08
3144;12316,05
3145;37953,55
3146;502696,0
3147;312551,24
3148;30664,46
3149;39400,06
3150;174435,51
3151;41095,4
3152;19102,45
3153;24757,78
3154;16463,29
3155;138241,4
3156;180917,78
3157;41472,42
3158;129569,89
3159;118761,93
3160;64093,74
3161;28402,32
3162;125674,0
3163;52783,08
3164;113106,6
3165;17877,13
3166;502696,0
3167;502696,0
3168;439859,0
3169;114991,71
3170;502696,0
3171;171042,31
3172;27648,28
3173;49012,86
3174;102047,29
3175;29030,69
3176;432318,56
3177;218924,11
3178;233627,97
3179;244561,6
3180;436968,5
3181;34811,7
3182;16588,97
3183;12567,4
3184;72388,22
3185;8294,48
3186;26391,54
3187;45242,64
3188;78980,35
3189;125674,0
3190;71822,69
3191;37199,5
3192;115997,1
3193;125925,35
3194;114363,34
3195;340769,07
3196;49138,53
3197;14467,4
3198;29156,37
3199;110090,42
3200;9425,55
3201;67612,61
3202;173681,47
3203;24003,73
3204;93501,46
3205;11436,33
3206;31669,85
3207;222065,96
3208;182081,0
3209;60197,85
3210;137613,03
3211;131203,66
3212;42729,16
3213;100539,2
3214;20296,35
3215;41472,42
3216;17594,36
3217;620578,21
3218;502696,0
3219;67185,32
3220;17367,93
3221;36005,6
3222;302654,41
3223;50897,97
3224;378027,39
3225;194794,7
3226;20673,37
3227;13824,14
3228;35063,05
3229;66858,57
3230;22872,67
3231;41975,12
3232;11939,03
3233;426160,53
3234;7690,62
3235;17845,71
3236;47649,3
3237;51400,67
3238;4335,75
3239;6912,07
3240;223311,39
3241;36696,81
3242;21615,93
3243;83321,86
3244;12441,73
3245;13698,47
3246;25637,5
3247;168026,14
3248;14075,49
3249;38079,22
3250;12316,05
3251;45158,29
3252;62459,98
3253;114363,34
3254;22998,34
3255;57181,67
3256;30790,13
3257;33969,68
3258;118133,56
3259;22181,46
3260;10305,27
3261;57433,02
3262;68366,66
3263;55296,56
3264;307901,3
3265;20987,56
3266;189139,37
3267;35817,09
3268;15258,08
3269;41472,42
3270;19450,56
3271;100036,5
3272;37953,55
3273;123851,1
3274;19605,14
3275;74273,33
3276;69962,72
3277;166518,05
3278;10468,64
3279;59494,07
3280;6610,45
3281;31418,5
3282;36696,81
3283;13197,03
3284;249714,24
3285;23249,69
3286;85458,32
3287;75215,89
3288;28842,18
3289;137361,68
3290;23626,71
3291;25511,82
3292;48081,62
3293;56930,32
3294;62585,65
3295;53788,47
3296;27773,95
3297;233971,06
3298;120232,32
3299;174309,84
3300;23752,39
3301;86040,82
3302;122494,45
3303;11310,66
3304;12818,75
3305;30664,46
3306;49012,86
3307;9174,2
3308;90485,28
3309;20233,51
3310;130441,44
3311;152572,11
3312;62962,67
3313;44739,94
3314;43985,9
3315;58597,35
3316;30664,46
3317;89731,24
3318;67109,92
3319;35063,05
3320;13824,14
3321;21113,23
3322;38958,94
3323;22623,38
3324;68349,06
3325;134596,85
3326;44237,25
3327;7917,46
3328;125422,65
3329;66213,36
3330;10831,59
3331;101167,57
3332;102549,98
3333;29992,1
3334;476304,46
3335;14201,16
3336;62948,85
3337;38707,59
3338;26831,4
3339;244058,91
3340;45619,66
3341;42477,81
3342;205401,59
3343;93325,51
3344;94107,81
3345;402156,8
3346;95009,54
3347;203215,34
3348;116424,39
3349;113986,32
3350;21490,25
3351;85583,99
3352;18976,77
3353;135304,4
3354;90485,28
3355;83196,19
3356;54668,19
3357;26642,89
3358;26391,54
3359;77163,84
3360;27396,93
3361;15147,49
3362;13195,77
3363;14578,18
3364;35402,37
3365;188548,7
3366;502696,0
3367;121149,74
3368;51777,69
3369;44362,92
